laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_IDR,HDD,SSD,Flash Storage,Hybrid,Memory_2,Touchscreen,IPS,TypeResolution,x_res,y_res
990,Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508,Intel HD Graphics 520,Windows 7,1.7,17034000.0,0,0,0,1,0,0,0,0,1366,768
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,3840x2160,Intel Core i7 7500U 2.7GHz,16,512,Nvidia GeForce GTX 950M,Windows 10,2.3,30583000.0,1,1,0,0,2000,1,0,3,3840,2160
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,6,1000,Intel HD Graphics 620,Windows 10,2.04,9843000.0,1,0,0,0,0,0,0,0,1366,768
993,Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,29733000.0,1,1,0,0,1000,0,0,1,1920,1080
994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,12,512,Intel HD Graphics 620,Windows 10,2.19,22083000.0,0,1,0,0,0,1,1,1,1920,1080
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,1.2,20315000.0,0,1,0,0,0,0,0,1,1920,1080
996,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,2.2,9333000.0,0,1,0,0,0,0,0,1,1920,1080
997,Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,2.3,11033000.0,0,1,0,0,0,0,0,0,1366,768
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.75,15555000.0,1,0,0,0,0,0,0,0,1366,768
999,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon R5 M430,Windows 10,2.25,10183000.0,1,0,0,0,0,0,0,0,1366,768
1000,HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Windows 10,2.04,13702000.0,1,0,0,0,0,0,0,1,1920,1080
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1060,Windows 10,2.5,20213000.0,1,1,0,0,1000,0,1,1,1920,1080
1002,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1000,AMD Radeon R7 M445,Windows 10,2.36,12733000.0,1,0,0,0,0,0,0,0,1366,768
1003,Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620 ,Windows 10,1.6,19023000.0,0,1,0,0,0,0,0,1,1920,1080
1004,HP,EliteBook Folio,Netbook,12.5,1920x1080,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,0.97,32436000.0,0,1,0,0,0,0,0,1,1920,1080
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,128,AMD Radeon 520,Windows 10,2.1,8483000.0,1,1,0,0,1000,0,0,1,1920,1080
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,No OS,1.9,4600540.0,0,1,0,0,0,0,0,0,1366,768
1007,Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.3,22933000.0,0,1,0,0,0,0,0,1,1920,1080
1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.68,15113000.0,0,1,0,0,0,1,0,1,1920,1080
1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.4,19550000.0,0,1,0,0,0,0,0,2,3200,1800
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.11,22933000.0,0,1,0,0,0,1,1,1,1920,1080
1011,Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500,Intel HD Graphics 505,Windows 10,2.4,6460000.0,1,0,0,0,0,0,0,0,1366,768
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,30583000.0,1,1,0,0,1000,0,0,1,1920,1080
1013,HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.48,35513000.0,0,1,0,0,0,0,0,1,1920,1080
1014,Acer,Nitro 5,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,2.7,21420000.0,1,1,0,0,1000,0,1,1,1920,1080
1015,HP,ENVY -,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.34,20213000.0,0,1,0,0,0,0,1,1,1920,1080
1016,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,2.18,9299000.0,0,1,0,0,0,0,0,0,1366,768
1017,HP,Probook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.64,13243000.0,1,0,0,0,0,0,0,0,1366,768
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.2,20315000.0,0,1,0,0,0,0,0,1,1920,1080
1019,HP,EliteBook 840,Notebook,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4,256,Intel HD Graphics 520,Windows 10,1.48,18699830.0,0,1,0,0,0,0,0,0,1366,768
1020,HP,ProBook 640,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.95,20485000.0,0,1,0,0,0,0,0,1,1920,1080
1021,HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 7,1.43,24633000.0,0,1,0,0,0,0,0,1,1920,1080
1022,HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,1.64,17837420.0,0,1,0,0,0,0,0,1,1920,1080
1023,HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,1.64,11628000.0,1,0,0,0,0,0,0,0,1366,768
1024,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000,Nvidia GeForce GTX 1050,Windows 10,2.65,16133000.0,0,0,0,1,0,0,0,1,1920,1080
1025,HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.26,26163000.0,1,0,0,0,0,0,0,1,1920,1080
1026,HP,Elitebook 840,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.48,27030000.0,0,1,0,0,0,0,0,1,1920,1080
1027,HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.54,32082570.0,0,1,0,0,0,0,0,1,1920,1080
1028,HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,1.49,13600000.0,1,0,0,0,0,0,0,0,1366,768
1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.5,20570000.0,0,1,0,0,0,0,0,0,1366,768
1030,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows 10,2.04,13089830.0,0,1,0,0,0,0,0,0,1366,768
1031,Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro 3000M,Windows 7,2.4,50456000.0,0,1,0,0,0,0,1,3,3840,2160
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.47,25330000.0,0,1,0,0,0,0,1,1,1920,1080
1033,HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.43,37893000.0,0,1,0,0,0,0,0,1,1920,1080
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,Intel Core i3 6100U 2.3GHz,4,1000,Intel HD Graphics 520,Windows 10,2.08,13531830.0,1,0,0,0,0,1,1,1,1920,1080
1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.2,27030000.0,0,1,0,0,0,0,0,1,1920,1080
1036,HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.11,19533000.0,0,1,0,0,0,0,1,1,1920,1080
1037,HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,1.64,20152310.0,0,1,0,0,0,0,0,1,1920,1080
1038,Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U 2.4GHz,8,500,Intel HD Graphics 520,Windows 10,2.09,17789480.0,1,0,0,0,0,0,0,1,1920,1080
1039,HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.26,26503000.0,0,1,0,0,0,0,0,0,1366,768
1040,HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.31,20213000.0,1,0,0,0,0,0,0,0,1366,768
1041,HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.95,18020000.0,1,0,0,0,0,0,0,0,1366,768
1042,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,27608000.0,0,1,0,0,0,1,0,2,3200,1800
1043,HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,2.63,18360000.0,0,1,0,0,0,0,0,1,1920,1080
1044,HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.64,16541000.0,0,1,0,0,0,0,0,0,1366,768
1045,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1000,AMD Radeon R5,Windows 10,2.1,6953000.0,1,0,0,0,0,0,0,0,1366,768
1046,MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,2.7,20260600.0,1,1,0,0,1000,0,0,1,1920,1080
1047,HP,Probook 640,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.95,20315000.0,0,1,0,0,0,0,0,1,1920,1080
1048,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.84,20892830.0,0,1,0,0,0,0,0,1,1920,1080
1049,HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.26,22933000.0,0,1,0,0,0,0,0,1,1920,1080
1050,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.04,12614000.0,1,0,0,0,0,0,0,0,1366,768
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,1.47,29325000.0,0,1,0,0,0,0,1,1,1920,1080
1052,Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,2.09,18070150.0,0,1,0,0,0,0,0,1,1920,1080
1053,HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.64,17178670.0,0,1,0,0,0,0,0,1,1920,1080
1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,4,256,Intel HD Graphics 520,Windows 10,1.8,14399000.0,0,1,0,0,0,1,1,1,1920,1080
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32,Intel HD Graphics 400,Windows 10,1.45,3583600.0,0,0,1,0,0,0,0,0,1366,768
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,16,256,Nvidia GeForce 930M,Windows 10,2.4,24225000.0,0,1,0,0,0,0,1,1,1920,1080
1057,Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.3,17843200.0,0,1,0,0,0,0,0,1,1920,1080
1058,HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.54,17000000.0,1,0,0,0,0,0,0,1,1920,1080
1059,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.84,35756780.0,1,1,0,0,500,0,0,1,1920,1080
1060,HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.43,24973000.0,0,1,0,0,0,0,0,1,1920,1080
1061,MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,16,256,Nvidia GeForce GTX 980M,Windows 10,3.78,26275880.0,1,1,0,0,1000,0,1,1,1920,1080
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 980M,Windows 10,4.6,38929830.0,1,1,0,0,1000,0,1,1,1920,1080
1063,Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.2,4894300.0,0,0,1,0,0,0,0,0,1366,768
1064,Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,Intel Core i7 6600U 2.6GHz,16,256,Intel HD Graphics 520,Windows 7,1.1,44540000.0,0,1,0,0,0,0,1,0,2560,1440
1065,HP,Noteb Pav,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1000,Nvidia GeForce 940MX,Windows 10,1.91,16643000.0,1,0,0,0,0,0,1,1,1920,1080
1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2.3,18598000.0,0,1,0,0,0,1,1,1,1920,1080
1067,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,2.04,16643000.0,0,1,0,0,0,0,0,0,1366,768
1068,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7500U 2.7GHz,16,1000,Intel HD Graphics 620,Windows 10,1.2,38318000.0,0,1,0,0,0,1,0,2,3200,1800
1069,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.31,11987550.0,1,0,0,0,0,0,0,0,1366,768
1070,HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,No OS,1.96,8483000.0,1,0,0,0,0,0,0,0,1366,768
1071,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1000,AMD Radeon R5,Windows 10,2.4,7633000.0,1,0,0,0,0,0,0,0,1366,768
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,12,256,Intel HD Graphics 620,Windows 10,1.6,22083000.0,0,1,0,0,0,1,1,1,1920,1080
1073,MSI,GT62VR 6RD,Gaming,15.6,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256,Nvidia GeForce GTX 1060,Windows 10,2.94,30923000.0,1,1,0,0,1000,0,0,1,1920,1080
1074,HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2.04,18190000.0,0,1,0,0,0,0,0,1,1920,1080
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1000,Nvidia GeForce GTX 965M,No OS,4.0,16966000.0,1,0,0,0,0,0,1,1,1920,1080
1076,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,1000,Intel HD Graphics,Windows 10,2.25,9503000.0,1,0,0,0,0,0,0,1,1920,1080
1077,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,16,2000,AMD Radeon R7 M445,Windows 10,2.32,16829830.0,1,0,0,0,0,0,0,1,1920,1080
1079,MSI,GS63VR 6RF,Gaming,15.6,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256,Nvidia GeForce GTX 1060,Windows 10,1.8,32793000.0,1,1,0,0,1000,0,0,1,1920,1080
1080,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,24786000.0,0,1,0,0,0,0,0,1,1920,1080
1081,Asus,ROG G701VO,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,64,1000,Nvidia GeForce GTX 980 ,Windows 10,3.58,67575000.0,0,1,0,0,0,0,1,1,1920,1080
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.62,13566170.0,0,1,0,0,0,1,0,1,1920,1080
1083,Dell,Alienware 15,Gaming,15.6,3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256,Nvidia GeForce GTX 970M,Windows 10,3.21,22593000.0,1,1,0,0,1000,0,0,3,3840,2160
1084,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Core M 1.1GHz,8,256,Intel HD Graphics 515,Mac OS X,0.92,22100000.0,0,0,1,0,0,0,1,0,2304,1440
1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.06,8193660.0,1,0,0,0,0,0,0,0,1366,768
1086,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.31,20383000.0,1,0,0,0,0,0,0,0,1366,768
1087,HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.26,20383000.0,0,1,0,0,0,0,0,1,1920,1080
1088,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.49,18530000.0,0,1,0,0,0,0,0,1,1920,1080
1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.3,29129330.0,0,1,0,0,0,1,1,1,1920,1080
1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1000,AMD Radeon R5 M330,Windows 10,3.0,11203000.0,1,0,0,0,0,0,0,0,1600,900
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1000,Nvidia GeForce GTX 950M,Windows 10,2.3,16609000.0,1,0,0,0,0,0,1,1,1920,1080
1092,MSI,GT72VR Dominator,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,3.78,42483000.0,1,1,0,0,1000,0,0,1,1920,1080
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,9180000.0,1,0,0,0,0,0,0,0,1366,768
1094,HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,2.31,15980000.0,1,0,0,0,0,0,0,1,1920,1080
1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,0.99,23783000.0,0,1,0,0,0,1,1,0,2560,1440
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,32,512,Nvidia GeForce GTX 980M,Windows 10,4.6,55080000.0,0,1,0,1,1000,0,1,1,1920,1080
1097,Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows 10,0.69,10986590.0,0,0,1,0,0,1,1,0,1920,1200
1098,HP,Spectre x360,Ultrabook,13.3,3840x2160,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.3,34833000.0,0,1,0,0,0,0,1,3,3840,2160
1099,Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.18,12750000.0,0,1,0,0,0,0,0,1,1920,1080
1100,HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,1.54,17526830.0,1,0,0,0,0,0,0,1,1920,1080
1101,HP,ZBook 15u,Workstation,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,AMD FirePro W4190M,Windows 7,1.9,25415000.0,0,1,0,0,0,0,0,1,1920,1080
1102,Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,180,Intel HD Graphics 520,Windows 7,1.7,20383000.0,0,1,0,0,0,0,0,1,1920,1080
1103,HP,Chromebook 13,Notebook,13.3,3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32,Intel HD Graphics 515,Chrome OS,1.29,10455000.0,0,0,1,0,0,0,0,2,3200,1800
1104,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500,AMD Radeon R5,Windows 10,2.4,6579000.0,1,0,0,0,0,0,0,0,1366,768
1105,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500,Intel HD Graphics,Linux,2.2,6689330.0,1,0,0,0,0,0,0,0,1366,768
1106,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000,Intel HD Graphics 520,No OS,1.86,5881830.0,1,0,0,0,0,0,0,0,1366,768
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1060,Windows 10,2.7,27183000.0,1,1,0,0,1000,0,1,1,1920,1080
1108,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows 10,1.4,13911950.0,0,1,0,0,0,0,1,1,1920,1080
1109,HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,2.4,27183000.0,0,1,0,0,0,0,0,0,1366,768
1110,Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce GTX 950M,Windows 10,2.4,13583000.0,1,1,0,0,1000,0,0,1,1920,1080
1111,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,AMD Radeon R7 M445,Windows 10,2.36,10859600.0,1,0,0,0,0,0,0,1,1920,1080
1112,MSI,GS70 Stealth,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia GeForce GTX 965M,Windows 10,2.6,27183000.0,0,1,0,0,0,0,0,1,1920,1080
1113,HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1000,Intel HD Graphics 405,Windows 10,1.96,8500000.0,1,0,0,0,0,0,0,0,1366,768
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 980M,Windows 10,4.3,39083000.0,1,1,0,0,1000,0,1,1,1920,1080
1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,1.5,19297550.0,1,0,0,0,0,0,0,0,1366,768
1116,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,1.5,19838490.0,0,1,0,0,0,0,0,0,1366,768
1117,Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16,Intel HD Graphics,Chrome OS,2.2,3553000.0,0,1,0,0,0,0,0,0,1366,768
1118,HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1000,AMD FirePro W6150M,Windows 7,3.0,49283000.0,1,0,0,0,0,0,1,1,1920,1080
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,20383000.0,0,1,0,0,0,0,0,1,1920,1080
1120,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.5,24022700.0,0,1,0,0,0,0,0,0,1366,768
